,raw_message,posttime,threadid,name,topic_url
678,"^""If any of this was mentioned she would be horrified""^
I'd probably still mention it.",2011-10-27 21:22:28+00:00,1330340,To think my mother could be a bit more interested in the ds's,am_i_being_unreasonable
679,I think Cleo Laine’s full name is Clementine. But Cleo is fine as a full name too!,2018-08-20 14:43:13+00:00,3341420,Baby girl name Cleo?,baby_names
680,Just *for,2014-10-07 14:43:26+00:00,2201299,to be fuming with SIL?,am_i_being_unreasonable
681,Yanbu,2012-04-11 13:28:10+00:00,1447557,to think my sister should let me know if she's coming to my wedding or not?,am_i_being_unreasonable
682,Sorry YANBU[smile],2017-11-10 05:01:29+00:00,3082939,AIBU it's not fun to keep a child up past their bedtime,am_i_being_unreasonable
683,"

[quote CloseYourEyesAndSee]You NEVER allow PayPal for a collect in person item. Yes it probably is a scam. Sorry[/quote]
Do you have a choice though? I sold a piece of furniture on eBay recently, planning on doing cash on collection only, but it wouldn’t let me remove PayPal as a payment option. 

I feel happy using PayPal now though, as I had to enter the buyer’s collection code when they arrived, so it proved they’d got the item.",2021-08-13 22:15:07+00:00,4321601,Is he trying to scam me? Collection in person. ,ebay
684,Who was the fat girl? I must have missed that.,2014-03-16 18:43:31+00:00,2026977,to not really like any of the characters in Grease?,am_i_being_unreasonable
685,What treatment is he getting to help with his addiction? It sadly isn't going to go away overnight with a bit of will power. Gambling addiction is a nightmare as temptation is literally on the end of a phone/laptop 24 hours a day and the companies are expert in hooking people back in. At the very least make sure your finances are totally ringfenced from his.,2020-11-13 19:43:22+00:00,4078583,Husband secret debt,am_i_being_unreasonable
686,My 5 year old is learning to add two numbers together and starts counting at the wrong number for example if I say 16 + 5 he will sometimes start counting at 16 as the first number out of the 5 and I have to remind him to start at 17 as the first number. Your husband is obviously doing this with the 12 and ending up with 3,2020-04-30 13:29:45+00:00,3895552,To not be able to agree on this 'simple' question,am_i_being_unreasonable
687,"My DM does this.  She will ask what you want for a gift, then you will get a variation on the same theme for the next few gifts.  One of the reasons we stopped doing adult gifts.  Your DH probably thought he was on to a winner as he knew you liked it.",2019-07-01 12:29:17+00:00,3626385,To not want the same present twice?,am_i_being_unreasonable
688,"My DD was reluctant to do a poo on the potty even after getting reliably dry, bribery with a fun size chocolate bar for one done in the right place worked wonders.",2015-04-23 12:30:46+00:00,2362300,to have totally lost it at my toddler over a poo?,am_i_being_unreasonable
689,Mark is really upset now. There is too much bending the rules round here.,2021-03-02 21:50:59+00:00,4174886,Our Girl Thread 59 &quot;Our Girl and Soldier Soldier Revisited&quot;,telly_addicts
690,"For work related reasons I'm quite keen to stay calm and collected this morning - so I'll just leave this here:

[[https://www.bbc.co.uk/programmes/profiles/2z3dZySt69Qb0zHfdXP0h04/amy-franks]]

I didn't hear the Ambridge Extra (?) episodes where they decided to invent a back story for Amy's poor dead mother (only learned of it from comments here) but the thought of it makes me apoplectic. 

Yes, I too had my hopes raised that she might re-appear to be a support to Alice after Martha's birth. have often thought of Amy, exiled like Bethany Tucker, and possibly for similar reasons - not suitable for Ambridge. It seems ridiculous because there's absolutely no reason why she should not have stayed in the village and either commuted to whichever hospital or worked as what used to be called a district nurse. She at least, unlike most people with average salaries and no inherited Ambridge land, would have had help from her rich step-mother to afford somewhere to live. Even if she lived in Felpersham she could still have been part of Ambridge life. But no. [hmm]

(On a related note, if the producerd no longer employ the actor who played Usha, then the character needs to be re-voiced. She had a ^role^ in the village; Ruth's friend, Vicar's wife, lawyer of multiple specialisms, thorn in Shula's side. Just stupid to have effectively written the character out.)",2021-05-14 06:56:04+00:00,4231565,🐷 Archers thread #127: Discuss the boars and sows of Ambridge here - or should that be bores and soused? You decide.,radio_addicts
691,Well said barbarianmum!,2017-03-06 23:23:39+00:00,2871416,AIBU with my Lodger?,am_i_being_unreasonable
692,"*@39Shanice7696* 
Te es un showoff frauline [grin]",2019-09-22 04:41:37+00:00,3697964,To wonder why foreign langage chat threads don't really happen on MN?,am_i_being_unreasonable
693,"God LES, that is heartbreaking. But I have to say you should be so proud of how eloquent and emotionaly mature your DS is. What an amazing boy and I don't have the words for what his father is. He could certainly learn a few things from his DS that's for sure. Hope you're ok with it though- I'd be furious and very hurt too - so keep talking about if it helps.",2007-08-14 11:51:03+00:00,371237,Due Oct ~sow&#39;s a&#39;roasting!,birth_clubs
694,"UpstartCrow.

I'm not going to listen to a frankly ludicrous fantasy of ""what men think"" - as a man myself I know better.",2018-10-09 16:52:51+00:00,3388367,&quot;over 70% of unprovoked street attacks were men being violent to other men.&quot;,womens_rights
695,"I think i'll give it another half hour or so and then ring them if they are still bad.
Thankyou for your replies :)",2011-11-15 19:58:57+00:00,1343932,Ouch.. labour?,pregnancy
696,meeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2007-04-30 22:04:34+00:00,312452,anyone going to bug jam?,camping
697,Most people have turkey and ham so yeah. Christmas ham is lush. ,2020-12-19 11:11:54+00:00,4110424,Christmas menu ideas!,am_i_being_unreasonable
698,"*help* yes, the length of time you've known him makes a difference. I think yes, I would have a guy over once I had known them a couple of months. Wouldn't leave them with the child or anything, obviously!",2019-02-19 22:07:39+00:00,3505617,Dating Thread 147 - Double Dating Anyone?,relationships
699,"I just realised where I said Y1, I meant Y2, DD is in *Y2*and the progress has all been this year (thanks to her amazing Y2 teacher) sorry [blush]",2015-06-04 22:22:04+00:00,2392296,Primary School wont diagnose dyslexia,primary
700,https://www.warehousefashion.com/printed-long-sleeve-shirt-dress-/AWW98470-2.html?color=130,2021-08-24 16:50:19+00:00,4331588,This photo made me laugh so much!,style_and_beauty
701,"I found this very tough but a good watch. I found out Nat King Cole had experienced  horrific racism in his posh white neighbourhood. 
I am quite tough but didn't sleep very well after watching episode 5.",2021-04-29 19:42:02+00:00,4216324,Them - white people conspiring to get black people out e,telly_addicts
702,"Well my 'thing' is art, so if I was going to Bath I'd be going to the Victoria Gallery and the Holburne and in Oxford the Ashmolean.  I'm fairly familiar with both towns, and I'll say this much - personally I think the cafes are far better and more varied in Oxford.  My experience of Bath is that so many eating places are really at restaurant end of things - formal and expensive - whereas Oxford is more relaxed and has a much better cafe vibe to it.",2021-05-09 13:43:45+00:00,4240131,"Fancy a day out exploring a new city - Bath, Oxford?",_chat
703,well the plan was to train it up and make it a bit adventurey but having just been on trainline .com i cannot beleive a train is sodding 140 return!!!  EACH!   ermm just ignore this thread looks like i might consider chips at whitby [blush],2011-05-06 22:32:35+00:00,1208914,Is edinburgh easy without a car and a kid friendly hotel plz?,holidays
704,"That is low! The eldest cat is my DSD's and they haven't bothered since his first lot. The little one is mine and I will definitely get him done  after all that's been said. 

When I say rough, Cozie, it would probably be seen as no nonsense by them. Hauling or shaking them out of the carrier instead of coaxing or taking the carrier apart, pressing them too hard against them when examining etc. No 'good boy' chat, reassuring tone or stroking, all very matter of fact. She also had a poor manner with me. I was frantic about my old boy's distended tummy, she kind of dismissively said 'its probably cancer.' Awful place and the nurse was snappy too. 

Like you, I warned to my new place. After my lad was pts, the vet had clearly been crying when she came out to get me (I got rather hysterical and couldn't stay in, incase it was distressing my boy. DP was there though, bawling like a newborn.) She said she was so fond of him and he was such a good boy. I had to go buy her flowers and a card to cheer her up. The vet nurse said she hadn't been herself all day. They also send deepest sympathy cards. I called to thank them and to say I'd grabbed my mail to read on route to work and was  howling in the bloody high street!! [grin]",2013-12-19 16:03:37+00:00,1943249,Immunisations for 1yo cat,the_litter_tray
705,"Seemed easy to find a source... [[https://www.thisismoney.co.uk/money/news/article-3828648/Deliveries-hit-Big-Four-supermarkets-500m-lose-5-7-online-order.html]]

None of which means the OP should just put up and shut up.",2020-10-15 10:14:09+00:00,4051047,Supermarket driver nearly two hours early,am_i_being_unreasonable
706,"It's thirty minutes, maybe the children are napping, maybe they are in a playpen, maybe baby is in a bouncer and the older one is playing to the side...",2020-05-05 08:53:55+00:00,3900098,If Rosie is Helping Joe with PE.....,_chat
707,"Asparagus[hmm], could it be Japanese knotweed misscph? [wink]

Mind you that would be working the eco-chic vibe too..",2014-06-19 12:53:45+00:00,2110800,to wonder what middle class/working class parental cliches you have actually experienced?,am_i_being_unreasonable
708,"If that man had to go into hospital tomorrow, you'd be screwed OP. Your friend can't take over all he does. You'd have to step up.",2019-11-02 17:40:00+00:00,3733541,He’s embarrassed of me isnt he ?,_chat
709,We generally just take our debit cards and try not to go crazy.,2019-08-21 22:12:15+00:00,3671813,To ask how much holiday spending money to take?,am_i_being_unreasonable
710,"

[quote Helleofabore]This has been an interesting thread.

It seems that so many people have the belief that women = adult human female. And for the most part recognize that there are conflicting issues between the rights that activists (not necessarily trans people) want and those for supporting, protecting and providing opportunities for women and girls. 

The difference does seem to be the extent of who can be considered a woman for those areas where some feel lower boundaries are ok.  Toilets and changing rooms seem to have been yet again brought up. 

For those who believe that ‘passing’ transwomen are ok to use women’s toilets, the whole issue is - who arbitrates who passes and who doesn’t? What about women who need toilets to NOT be open to any males? And do you advocate for an alternative solution rather than throwing women who have need of a strict single sex space out of their needed space?

What do you propose as a solution because by the sounds of it, many of you have thought enough about it?[/quote]
""Toilets and changing rooms seem to have been yet again brought up."" because it's about women and girls having safe spaces. If you saw a girl going into a women's toilet and a few minutes later an adult man walked in what would you do? 

At any other time in history, the sensible response would be to check the girl was safe. Why is that?",2021-03-28 19:26:43+00:00,4204540,Are there any none-gender critical people on this board? ,womens_rights
711,"Don't go if it bothers you that much. It's nice for the school to involve parents (of the little ones anyway) occasionally and plenty will go along and enjoy it. Should everyone be denied the chance to join in just because you are shy? Make an excuse and forget about it. 


",2013-07-11 15:32:03+00:00,1800569,To just feel meh about school picnics to which parents are invited?,am_i_being_unreasonable
712,Can you send a pic ??,2016-11-10 22:30:37+00:00,2777450,What could this be?,childrens_health
713,"I don't expect my teens and pre teens to be grateful as such BUT the whole entitlement thing has me raging .
Much sympathy to you OP. being the parent of a teen is umpteen times harder than being the parent of a baby and toddle and I've had shockingly 'difficult' babies and toddlers.
Just as I thought I'd grappled with the parenting monster and a least held it in a half nelson of control now it's pulled free and has bitten me hard on the bum.
I'm totally flummoxed by it all. One day they are marginally nice the next all I get is a dirty look and a grunt if I'm lucky( or maybe not so lucky).",2012-02-14 13:03:10+00:00,1406306,Teenage meltdown,am_i_being_unreasonable
714,"Meh, you risk fighting over noodles with your asthmatic daughter in tow if you want *@Booboostwo*

I walked round tesco today and got some bits and bobs. Some for now. Some for later. I didn't raid, I prefer scan and shop.",2020-02-28 16:54:26+00:00,3835057,To think that we must stop stressing about coronavirus,coronavirus
715,"*ommmmward* I’ve always thought that! The whole Brexit thing needed to play out, with people getting out of their system all the protests and legal challenges etc. 
Any PM in that period was going to get chewed up and spat out and Johnson never wanted to be that PM.",2020-01-23 12:47:53+00:00,3801543,The Westminster Arms,politics
716,"I've read a lot of stuff online with people with same problems home tests saying positive and drs saying neg, try again in a few more days I've heard early response tests are better  ",2018-07-29 00:35:12+00:00,3320455,"3 positive home tests, negative blood test",pregnancy
717,should i strap it to the middle toe?,2005-09-23 16:34:11+00:00,109415,I stubbed my toe this morning,general_health
718,May 26th thanks for asking.,2006-12-09 01:50:58+00:00,250562,Where is Natalie Jane and Is She in Labor?,childbirth
719,Dropped all naps at 2.,2014-01-14 09:43:16+00:00,1965507,When did your toddler stop napping?,sleep
720,"Decking is only slippery when wet if you don't clean it properly.  You have to use a special slime destroying detergent, then it's fine.  We've had to clean ours twice in the 10 years we've had it.",2017-03-13 15:15:32+00:00,2876820,Is decking really horrendous?,property
721,"'some burnt-out performer encouraging an audience to clap along, usually out of time, with their shitty song is the stuff of toe-curling-cringe-inducing-nightmares'

Totally agree.  OK when kids do it, absolute Cringe City if it's adults [shock]",2017-05-04 13:55:34+00:00,2920291,To get the rage with clapping?,am_i_being_unreasonable
722,"feel and learn by pampers

but really there is little point - and i think they only go up to a 5/6 rather than a 6

just go straight to pants or wait until after your wedding (are you kittylette? ior another kitty)",2007-12-08 19:04:35+00:00,437150,Consumer reviews needed........Are there any disposable nappies that allow a baby/toddler to feel wet?? Or am i making it up? I.E to help with potty training?,parenting
723,"Could you please cut and paste anything Mr Hemming has said which you want clarified with fact and I may be able to assist. Please put it all on one list.

I am busy this coming week but the following two I can set aside some time to try and resolve any queries.",2014-01-04 18:51:05+00:00,1954789,For all of you who don't understand the disgust with the Daily Mail...,in_the_news
724,"That's great that your mum was out in the garden MAS - she's doing very well [smile]

The thyroid drugs problem seems to be improving slightly - I haven't felt faint for nearly two weeks now - which is good.  And yay - I just phoned the surgery and they'd just had a cancellation so have got an appointment in about three quarters of an hour [smile] - I will not be bothering with the online nonsense again.",2011-03-28 15:27:29+00:00,1177644,TAMOXIFEN 9 *********,general_health
725,"Good morning everyone, 

Anyone who read my original post will know that I had a complete breakdown when I was told about my cyst and even before I knew a few weeks later that I had stage 1A OC I was on medication for depression and anxiety. 

I was absolutely unable to cope with the situation and even on the day I was given my results I had my fingers in my ears so as not to hear them.  Thankfully my daughter was with me and managed to coax my fingers out of my ears and I eventually let the Dr tell me a very basic version of my results before I got up and left her office. 

Anyway a few months on I’m now able to cope with finding out more about my situation and a relative will get my results/pathology report and go over them with me.  I still only feel comfortable doing it with them though and by Thursday I should know whether I’m low or high serous and what my grade is. 

It’s absolutely minuscule to what other people have had to do but for me it’s a huge step and I’m happy that when I go for my first check up in May I’ll be able to cope better. 

The mind really is a terrible thing when it goes wrong.",2021-03-30 06:03:09+00:00,4181702,Cancer Support thread #78 - Newbies welcome,general_health
726,"A relative of mine bought a lovely house in a pretty affluent S. E. village.

Their property has a septic tank but - for some strange reason - theirs has to be emptied every month at a cost of £179 each time. 😱

Also, I agree with pp's about your current property sounding ideal for starting your family.  The ""Dream house"" sounds very isolated and I would be worried about security.  (Years ago, a similar house close to us but with no neighbours around a mile either side was raided early hours.  The DH was stabbed but survived. However, wife was raped and badly beaten.  No neighbours to hear/see a thing and this was a very respectable area 😥.). Finally, your DC could hugely resent being away from friends in later years.  The extra mortgage payment and years of renovations will create unnecessary stress over and above the normal worries new parentage brings.

Sounds idyllic, I agree, but my ultra pragmatic head would say no.",2019-05-21 16:48:32+00:00,3591320,Talk me out of buying this house!,am_i_being_unreasonable
727,"I'm struggling with my office job at the moment *@Pumpkinma*, so you definitely seem like Super Woman to me.
I hope you do get some time over Xmas to put your feet up and be pampered though, sounds like you deserve it.

I'm mainly still wearing my normal clothes, but just loose tops and dresses etc and bought leggings in a size up.
I have bought a few maternity outfits but they make me look huge compared to my normal clothes, not sure why.
Still squeezing into my size 10 dresses for work, not sure how much longer I will be able to do that for.",2017-12-21 16:10:33+00:00,3070393,Pregnancies due April 2018,pregnancy
728,"It's not comforting them. It's alleviating their guilt. Also, makes it easier to say to people ""see, she was at it too"".",2005-11-23 16:32:40+00:00,121408,MrsMiggins takes control of her life BACK,relationships
729,this is in chiswick and takes bookings ..,2008-06-03 10:08:03+00:00,541672,Places for Baby Shower in West London,parties_celebrations
730,"

[quote Wilker]100% it’s going to be Andy that goes. Hashu’s voice was breaking as he delivered the news, AND we know he is so utterly blinded by Manrika that he will definitely have acquiesced to her. 

Trust me [wink][/quote]
I’m not sure, I think if it was Andy , manrika would have looked a bit more smug, she looked genuinely upset, which makes me think dot.

But you never know. Andy would be brutal.",2021-04-07 21:20:33+00:00,4213053,The circle - final week,telly_addicts
731,"*So AAB for AS - I guess his teachers will predict the same for A2?*

One thing to remember is that the funding/government-imposed cap on UG numbers is off for any students entering with ABB minimum grades. 

So theoretically, universities can admit as many students as they like with ABB or better A2 results.

However, as funding lags behind the student to flow through to the actual teaching departments, the real constraints under which universities operate are current staffing & teaching space. Hence the competition for the courses perceived as the ""best.""

So AAB gives him a lot of wiggle room. But please, please, go to some Open Days: don't make judgements on the grades only. It's 3 intensive years. And while Geography has a core of fairly straightforward stuff which will be common across most degree courses at most universities, there will be differences and specialisations. Your DS needs to want to do specific courses in specific universities.",2014-08-26 09:16:53+00:00,2167093,5 Uni choices - how many insurance/aspirational etc?,higher_education
732,I have an 18mth old and a 11wk old and have re discovered bach rescue remedy. Life saver !!,2007-10-11 20:00:17+00:00,404269,"Anyone out there with two under two, having day of chaos",parenting
733,"Totally agree with *grauch* I would take him to see one, they are all different so you could choose a couple.
I'm sure you shouldn't have to register an interest to just go for the open day. 
The brochures would be good as you could go through them together, just be careful he doesn't take it too seriously and want to go himself [grin]",2016-04-25 17:57:57+00:00,2621178,Modern boarding school books for a 9-year-old boy?,childrens_books
734,"My dd and I are also disabled. 

The lack of support from MNHQ is becoming very disheartening especially given their 'this is my child' campaign. 

As for assuming the op aggravated the disabled lady, it happens all the time. It wouldn't be outside the realms of possibility. 

In terms of assumption, there's been LOTS of assuming directed AT the disabled lady.",2016-06-22 20:32:30+00:00,2667925,Disabled/baby change,am_i_being_unreasonable
735,"I like that you have put a question mark after your help, like you are not even sure if help is what you need.

I am currently reading a Famous Five book to the dc and they are RUBBISH campers.

Sleeping on a bed of heather - stupid idea with minimal thermal rating
Non waterproof tent - I pity the fools
Food is mostly stale sandwiches - constipation

What do you need to know Pond?",2011-02-10 19:33:05+00:00,1147074,I have never been camping in my life,camping
736,"I think that  *@RestaurantoffBroadway* has written a bang on post. 

You do sound very angry OP, and you do have a lot going on. But, very kindly, so do a lot of people at the moment. 

I don’t know what work you do, but often stuff that is ‘essential’ actually isn’t - talk to your managers about this. Originally you said 10 -12 hour days. 10 is ok (normal ish). 12 every day is a lot (are you working weekends too?) Your example of recording lots of data on hours etc seems like it could be streamlined and produce the same results for instance. 

Look at what else can be managed more efficiently. We are in the shielding group and get priority delivery slots. Is this an option for your relatives? Then you won’t need to shop so much. Then you can buy some time for yourself, which is important for everyone. 

I also think you should have a look at how you come across. Just saying you have empathy doesn’t make it true. You sound the opposite. 

And making generalisations such as ‘the childless have the bad end of the stick’ is never going to go well. At my work people are being understanding to a degree but I still need to get stuff happening (covid related so is essential). This means working non-stop in one form or another from about 7am to midnight, plus every weekend evening and some time in the day. It is what it is at the moment. 

I’m sorry about your mc - often people don’t get how awful that can be.",2020-05-18 08:28:32+00:00,3912026,Parents wfh and the furloughed for childcare,am_i_being_unreasonable
737,"TooT, why are you an Absolute Loon?",2007-12-01 21:07:07+00:00,428475,"Why do you build me up, butternut baby, chestnut lentil me down? 10/10 club - all welcome!",general_health
738,"i personally think its better to rant on here about my partner if i need to because if you rant to friends or family your partner might then feel weird around them or your friends opinion of you and your partner might change, where as on here no one knows you and you get advice that aint one sided, people you dont know often give better advice that aint bias.",2008-05-10 12:01:55+00:00,528052,My DP isn&#39;t really very happy about my mumsnet use. Who else gets the same feeling?,am_i_being_unreasonable
739,"For a front garden it's too open for a family I'd say, needs some sort of fencing and maybe an area for privacy so it's more usable seeing as the back is pool/deck.
The interior downstairs is a bit 'busy' looking
And I agree that the photos don't do the property justice. ",2017-05-14 20:50:15+00:00,2929371,Why isn't this house selling?,property
740,"It depends on the hospital. Where I went (NHS hospital, nothing fancy), the bathroom was easily big enough to take the cot thing in there with me and I only had to share it with one other person. I don't think I could have left her without worrying myself stupid (I was full of hormones and felt like people might kill her if they looked at her).",2009-02-24 18:45:21+00:00,710633,Silly question re after the baby is born and going to bathroom,childbirth
741,"Yes, great links *Another*.  And thanks to the OP for starting this thread.",2015-10-12 19:12:33+00:00,2485138,To Think The UK is a Racist Country and the racism is deeply ingrained.,am_i_being_unreasonable
742,"You might want to google ""south street"" for drugs and antisocial behaviour before choosing Exeter Cathedral School. Teachers have had to move drunks from doorways before getting into classroom blocks, it's a huge safeguarding issue there.",2021-07-26 09:24:22+00:00,4173275,Private Schools Exeter,education
743,"I would rather the HCPs I interact with were aware of appropriate professional boundaries, not sleazes and skanks who were flirting with the patients before me in the waiting room.

But good for you. You're obviously very cool.",2014-11-13 09:17:57+00:00,2230382,Has anyone ended up dating/in relationship with their long term doctor/dentist?,relationships
744,M&S have secret support vests like that,2016-06-02 19:36:05+00:00,2652279,Vest Tops with Support - Small Sizes,style_and_beauty
745,"Does being in an abusive relationship correlate to poor boundaries?

I'm in one too and I let people, even strangers get away with using me. It's hard to tell if anyone is genuine.",2018-12-20 07:40:27+00:00,3455816,To regret helping a stranger,am_i_being_unreasonable
746,Thank you! So the (fully corrected) title should have been 'Cue ^my^ getting definitely irate'?,2012-05-31 09:48:21+00:00,1484642,Que me getting definately irate.,pedants_corner
747,"Sorry to butt in & change subject, but I just emailed out pics of Phoebe etc!! 
 
Took bloody aaaages to attach!! 
 
Enjoy!!",2007-05-03 22:34:19+00:00,315228,Due in April 2007 - The one that starts with Dippy wondering whether she is actually in labour ..... and Emmymummy wishing she was!,birth_clubs
748,We got completely obsessed by it and watched it in record time! It is fantastic. The ending was the only possible way to end it really.,2011-03-01 17:44:14+00:00,1160302,Is it just me or is Six Feet Under totally brilliant?,telly_addicts
749,"If you look at how the lines are, she’s scratched herself, try scratching your back there and your nail marks would go that way too.",2021-02-09 20:55:37+00:00,4161022,What on Earth has happened to DD back?,am_i_being_unreasonable
750,"you don't mind people having to climb over or stand on your buggy to get off the train? 

That's alright then [hmm]",2016-01-12 17:53:00+00:00,2546977,To not move on the train?,am_i_being_unreasonable
751,"OOh, cross posts Bella - just came on to say I've got the BoHo dress . 

Feels a bit more 'me' than the others, and it's cotton and machine washable.

What colour shoes? (sorry Bella, don't mean to monopolise your time)",2010-07-13 10:46:54+00:00,1000788,Does She or Doesn&#39;t She? Only her SHINEY Cult knows..,general_health
752,"Cross-post - heck, no, I'm not giving up on sex too! [grin]",2011-09-06 11:18:00+00:00,1294547,Same old boring problem but I'm crying with frustration ... HOW do I get him to listen?!,womens_rights
753,<sneaks in and gives Lyra a big hug n grope>,2010-10-19 17:34:05+00:00,1063352,The fred where the BESH practise DIY. Scan the chart below. Customers are kindly requested to keep readers informed of relevant colour and consistency.,conception
754,Ok I'm on preview and confused about the 2-3mins in bit. Is it the Akin bit?,2016-10-17 12:48:03+00:00,2753736,Mic is back,telly_addicts
755,"I work too - baking isn't just for sahms. And, I know most of my husband's colleagues - but even if I didn't, I don't mind doing stuff for people I don't know.",2008-12-15 09:59:44+00:00,666384,to take the mick out of male colleagues who bring in shared food that their WIVES have made,am_i_being_unreasonable
756,Also remove/delete unnecesary files from your desktop.,2017-01-04 09:18:41+00:00,2818224,To think I should get a new laptop even though I don't have a lot of money?,am_i_being_unreasonable
757,"I worried about my ds too. He	seemed to be outgrowing the size 6 babydry around the same age. We had a few leaks. Active fit aren't as absorbant. However, he's just turned 3 and is still in a 6 overnight. A pullup would be sodden before he got into bed tbh.

I initially cut back his bedtime milk from 9 oz to around 5. When he started potty training I would take him to the loo before putting him down. Now, he doesn't always drink his milk though I still offer it, and he wets through maybe once a month or so but usually it's because he's slept in til gone 7.

Don't panic I guess is what I'm saying. He'll soon stop growing at a rate of knots and will stretch out. I think ds is now 5 inches taller than he was a year ago but has only put on about 4 or 5 lbs. Definitely looks slimmer though still a big lad.",2012-12-18 19:28:43+00:00,1639553,What happens when babies outgrow size 6 nappies?,parenting
758,Sod the kids- I'd quite like someone to push ^me^ around after a day's sight-seeing.,2013-11-15 17:06:00+00:00,1912402,To think that a 4 yo and a 6 yo don't need to go in a stroller?,am_i_being_unreasonable
759,[[https://www.theguardian.com/politics/2020/oct/21/this-is-a-chance-to-smile-again-strictlys-jacqui-smith-on-scandal-divorce-and-life-outside-politics Jacqui Smith]],2020-10-21 09:39:43+00:00,4054848,"SCD '20 #2: First dances (and HRVY'S FRST DNC), but no hallowe'en",telly_addicts
760,It's the Yes Minister 'standard foreign office response' again isn't it.,2021-01-13 20:10:45+00:00,4135002,Oh ffs just shut the borders already,coronavirus
761,"If you have young DC, you will have better luck finding a rescue dog through the breed-specific rescues that foster the dogs in people's homes.

As for finding a breeder, you will get conflicting advice about what is good and what is bad. The first thing you need to do is decide what t you want to do with a dog (long or short walks, agility etc), and then think about breeds that fit that (along whatever aesthetic or practical considerations you have too - short fur, not too big, whatever).

Then consider health and what health tests are advised for the breed, and how important you think these are (for example, hip testing is still recommended in some breeds that have, on the whole, decent hip scores). I'd always want tests done on at least one parent for simple recessives that are common in a breed like PRA in spaniels. I would be less worried about testing for rare diseases.

Some people will say that you must go to the breed club to find a breeder but if you want puppies with at least one health-tested parent you can start to track down breeders and litters on ChampDogs. I have seen some really excellent puppies advertised there.

I would ask a breeder how many dogs they have (I'd cross off anyone with more than about 8 or 10, unless I was after e.g. a racing sled dog), how often they breed and why they breed. Some people will just be breeding their family pet because they had Great-Gran and have Gran and Mum and want another generation. If you want a pet, the puppies come from adequately health-tested stock (for example, the sire is known to be clear of any recessive nasties), the breeder has made sure that the sire and dam aren't too closely related, and the breeder will take good and competent care of bitch and pups, there is in my view nothing wrong with this arrangement. Or you can go to someone who breeds for the show ring or for work, and has a couple of litters a year - also good, provided they also tick the boxes regarding health, not inbreeding and giving the bitch and pups really good care.

Personally I do not care if a breeder is council licensed or not, but in my view you must ALWAYS see the puppies with their dam (if she had died I would want to see proof from a vet) and you must ALWAYS see them where they are being brought up: I would want to see a puppy with mum at least once before I collected it to take home. I would never buy a puppy from any sort of commercial facility (the sort where there is at leat one litter on the ground almost all the time, there are several dozen bitches, and bitches who have had 4 or 5 litters are sold off to 'loving 5* homes for their well-deserved retirements!') These outfits tend to produce a lot of popular crosses - decent breeders of said popular crosses do exist but are thin on the ground.",2020-10-10 21:04:53+00:00,4047334,Where do we start?,the_doghouse
762,"Oh *damppatch* that is *so* sad!

Do you think she maybe ate something on the lawn?
An adult GP will (hopefully) avoid things like buttercups but maybe a baby wouldn't ?
Was she the one born last Monday? So just brand new, as you say a week old?

Poor mum GP she'll be missing her baby. [sad]

Sometimes you can't ever find out though. Hope your other GPs are ok.",2012-03-26 17:37:53+00:00,1425254,Guinea-Pigs 'Popcorning',super_furry_animals
763,"I make the mash in advance occasionally - it's fine when microwaved (gently though!)

Sausages do cook evenly, you need to turn them though. I allow 30 mins at 180 (fan oven) for thinnish ones. Make sure the oven is pre-heated and oil is reasonably hot before adding the sausages.

I only serve peas and carrots tbh",2008-10-05 17:38:14+00:00,620952,"easy but kinda special thankyou, meal for 8 adults and 5 kids",food_and_recipes
764,"[[https://www.gov.uk/maternity-allowance/eligibility]]

It looks as though you must have been self employed for at least 26 weeks and making the ni contributions. Earning at least £30 a week.
Not 100% as I just skimmed over it. There's a calculator on there though, so use that and work out your eligibility now, and work out another for closer to your due date.",2015-10-10 23:45:38+00:00,2484752,Self employed and maternity allowance,pregnancy
765,"Hi OP, we're moving this thread over to our Legal Matters topic and giving it a bump.",2019-10-28 13:55:11+00:00,3726987,Mutual exchange ,legal_matters
766,"You're just going to have to come clean and admit that staying in a hostel is your worst nightmare! I have a feeling though that if her idea of a holiday is a rock-bottom budget trip and yours is a 5* hotel that your travelling styles may just not be that compatible. But yes, try to agree on a compromise. I've stayed in 1* and 2* hotels and while they're not luxurious they've always been okay. I met a friend in Amsterdam a couple of summers ago and she was staying at the 2* Hotel Rembrandt and it was actually quite nice. Would your friend compromise on something like that?",2017-11-16 12:26:40+00:00,3088555,Booking holiday with friend,am_i_being_unreasonable
767,I wouldn’t be leaving a bay for 4 days.,2021-08-31 11:20:35+00:00,4336846,Going on holiday without 10mo,parenting
768,I only use my tumble drier to dry towels.,2010-10-09 17:02:58+00:00,1057608,Line drying movement in the states,in_the_news
769,"This thread is [shock]

[gin] and [flowers] to all.",2018-04-08 13:48:39+00:00,3215446,Fecking hoarding by proxy. Anyone else have relatives who do this?,am_i_being_unreasonable
