,forum,word,freq,raw_score,colour
386,am_i_being_unreasonable,intricate,1.0,2,"(0, 0, 1, 0.4)"
387,am_i_being_unreasonable,invite,4.0,1,"(0, 0, 1, 0.2)"
388,am_i_being_unreasonable,inviting,5.0,1,"(0, 0, 1, 0.2)"
389,am_i_being_unreasonable,irony,3.0,-1,"(1, 0, 0, 0.2)"
390,am_i_being_unreasonable,irrational,1.0,-1,"(1, 0, 0, 0.2)"
391,am_i_being_unreasonable,irresponsible,3.0,-2,"(1, 0, 0, 0.4)"
392,am_i_being_unreasonable,irritate,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
393,am_i_being_unreasonable,irritating,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
394,am_i_being_unreasonable,itchy,1.0,-2,"(1, 0, 0, 0.4)"
395,am_i_being_unreasonable,intimidate,1.0,-2,"(1, 0, 0, 0.4)"
396,am_i_being_unreasonable,jealous,2.0,-2,"(1, 0, 0, 0.4)"
397,am_i_being_unreasonable,join,6.0,1,"(0, 0, 1, 0.2)"
398,am_i_being_unreasonable,joke,2.0,2,"(0, 0, 1, 0.4)"
399,am_i_being_unreasonable,jolly,1.0,2,"(0, 0, 1, 0.4)"
400,am_i_being_unreasonable,joy,3.0,3,"(0, 0, 1, 0.6000000000000001)"
401,am_i_being_unreasonable,justice,2.0,2,"(0, 0, 1, 0.4)"
402,am_i_being_unreasonable,keen,7.0,1,"(0, 0, 1, 0.2)"
403,am_i_being_unreasonable,kill,4.0,-3,"(1, 0, 0, 0.6000000000000001)"
404,am_i_being_unreasonable,killing,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
405,am_i_being_unreasonable,kind,28.0,2,"(0, 0, 1, 0.4)"
406,am_i_being_unreasonable,kindness,1.0,2,"(0, 0, 1, 0.4)"
407,am_i_being_unreasonable,jealousy,1.0,-2,"(1, 0, 0, 0.4)"
408,am_i_being_unreasonable,interrupted,1.0,-2,"(1, 0, 0, 0.4)"
409,am_i_being_unreasonable,interrupt,1.0,-2,"(1, 0, 0, 0.4)"
410,am_i_being_unreasonable,interesting,17.0,2,"(0, 0, 1, 0.4)"
411,am_i_being_unreasonable,rescue,4.0,2,"(0, 0, 1, 0.4)"
412,am_i_being_unreasonable,impressive,2.0,3,"(0, 0, 1, 0.6000000000000001)"
413,am_i_being_unreasonable,improve,3.0,2,"(0, 0, 1, 0.4)"
414,am_i_being_unreasonable,improvement,1.0,2,"(0, 0, 1, 0.4)"
415,am_i_being_unreasonable,improving,1.0,2,"(0, 0, 1, 0.4)"
416,am_i_being_unreasonable,inability,2.0,-2,"(1, 0, 0, 0.4)"
417,am_i_being_unreasonable,inappropriate,4.0,-2,"(1, 0, 0, 0.4)"
418,am_i_being_unreasonable,incapable,1.0,-2,"(1, 0, 0, 0.4)"
419,am_i_being_unreasonable,inconsiderate,1.0,-2,"(1, 0, 0, 0.4)"
420,am_i_being_unreasonable,inconvenient,2.0,-2,"(1, 0, 0, 0.4)"
421,am_i_being_unreasonable,increase,1.0,1,"(0, 0, 1, 0.2)"
422,am_i_being_unreasonable,inexcusable,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
423,am_i_being_unreasonable,infected,1.0,-2,"(1, 0, 0, 0.4)"
424,am_i_being_unreasonable,infection,3.0,-2,"(1, 0, 0, 0.4)"
425,am_i_being_unreasonable,insane,2.0,-2,"(1, 0, 0, 0.4)"
426,am_i_being_unreasonable,insecure,1.0,-2,"(1, 0, 0, 0.4)"
427,am_i_being_unreasonable,insensitive,2.0,-2,"(1, 0, 0, 0.4)"
428,am_i_being_unreasonable,insult,2.0,-2,"(1, 0, 0, 0.4)"
429,am_i_being_unreasonable,intact,1.0,2,"(0, 0, 1, 0.4)"
430,am_i_being_unreasonable,intelligent,2.0,2,"(0, 0, 1, 0.4)"
431,am_i_being_unreasonable,intense,3.0,1,"(0, 0, 1, 0.2)"
432,am_i_being_unreasonable,interest,8.0,1,"(0, 0, 1, 0.2)"
433,am_i_being_unreasonable,interested,8.0,2,"(0, 0, 1, 0.4)"
434,am_i_being_unreasonable,kiss,1.0,2,"(0, 0, 1, 0.4)"
435,am_i_being_unreasonable,misunderstanding,1.0,-2,"(1, 0, 0, 0.4)"
436,am_i_being_unreasonable,kudos,1.0,3,"(0, 0, 1, 0.6000000000000001)"
437,am_i_being_unreasonable,lame,1.0,-2,"(1, 0, 0, 0.4)"
438,am_i_being_unreasonable,luck,7.0,3,"(0, 0, 1, 0.6000000000000001)"
439,am_i_being_unreasonable,luckily,3.0,3,"(0, 0, 1, 0.6000000000000001)"
440,am_i_being_unreasonable,lucky,15.0,3,"(0, 0, 1, 0.6000000000000001)"
441,am_i_being_unreasonable,ludicrous,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
442,am_i_being_unreasonable,luxury,2.0,2,"(0, 0, 1, 0.4)"
443,am_i_being_unreasonable,mad,3.0,-3,"(1, 0, 0, 0.6000000000000001)"
444,am_i_being_unreasonable,madness,2.0,-3,"(1, 0, 0, 0.6000000000000001)"
445,am_i_being_unreasonable,mandatory,1.0,-1,"(1, 0, 0, 0.2)"
446,am_i_being_unreasonable,masterpiece,1.0,4,"(0, 0, 1, 0.8)"
447,am_i_being_unreasonable,matter,27.0,1,"(0, 0, 1, 0.2)"
448,am_i_being_unreasonable,loyalty,1.0,3,"(0, 0, 1, 0.6000000000000001)"
449,am_i_being_unreasonable,mature,4.0,2,"(0, 0, 1, 0.4)"
450,am_i_being_unreasonable,mediocrity,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
451,am_i_being_unreasonable,mess,5.0,-2,"(1, 0, 0, 0.4)"
452,am_i_being_unreasonable,miserable,7.0,-3,"(1, 0, 0, 0.6000000000000001)"
453,am_i_being_unreasonable,misery,2.0,-2,"(1, 0, 0, 0.4)"
454,am_i_being_unreasonable,misfortune,1.0,-2,"(1, 0, 0, 0.4)"
455,am_i_being_unreasonable,misread,2.0,-1,"(1, 0, 0, 0.2)"
456,am_i_being_unreasonable,misrepresentation,1.0,-2,"(1, 0, 0, 0.4)"
457,am_i_being_unreasonable,miss,9.0,-2,"(1, 0, 0, 0.4)"
458,am_i_being_unreasonable,missing,7.0,-2,"(1, 0, 0, 0.4)"
459,am_i_being_unreasonable,mistake,6.0,-2,"(1, 0, 0, 0.4)"
460,am_i_being_unreasonable,meaningless,1.0,-2,"(1, 0, 0, 0.4)"
461,am_i_being_unreasonable,loyal,1.0,3,"(0, 0, 1, 0.6000000000000001)"
462,am_i_being_unreasonable,loving,6.0,2,"(0, 0, 1, 0.4)"
463,am_i_being_unreasonable,lovely,33.0,3,"(0, 0, 1, 0.6000000000000001)"
464,am_i_being_unreasonable,laugh,2.0,1,"(0, 0, 1, 0.2)"
465,am_i_being_unreasonable,laughing,3.0,1,"(0, 0, 1, 0.2)"
466,am_i_being_unreasonable,lazy,7.0,-1,"(1, 0, 0, 0.2)"
467,am_i_being_unreasonable,leadership,1.0,1,"(0, 0, 1, 0.2)"
468,am_i_being_unreasonable,leading,2.0,2,"(0, 0, 1, 0.4)"
469,am_i_being_unreasonable,leak,1.0,-1,"(1, 0, 0, 0.2)"
470,am_i_being_unreasonable,legal,5.0,1,"(0, 0, 1, 0.2)"
471,am_i_being_unreasonable,legally,9.0,1,"(0, 0, 1, 0.2)"
472,am_i_being_unreasonable,lied,3.0,-2,"(1, 0, 0, 0.4)"
473,am_i_being_unreasonable,like,287.0,2,"(0, 0, 1, 0.4)"
474,am_i_being_unreasonable,liking,2.0,2,"(0, 0, 1, 0.4)"
475,am_i_being_unreasonable,limitation,1.0,-1,"(1, 0, 0, 0.2)"
476,am_i_being_unreasonable,limited,2.0,-1,"(1, 0, 0, 0.2)"
477,am_i_being_unreasonable,litigation,1.0,-1,"(1, 0, 0, 0.2)"
478,am_i_being_unreasonable,loathe,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
479,am_i_being_unreasonable,lobby,1.0,-2,"(1, 0, 0, 0.4)"
480,am_i_being_unreasonable,lonely,2.0,-2,"(1, 0, 0, 0.4)"
481,am_i_being_unreasonable,longing,1.0,-1,"(1, 0, 0, 0.2)"
482,am_i_being_unreasonable,loose,4.0,-3,"(1, 0, 0, 0.6000000000000001)"
483,am_i_being_unreasonable,losing,3.0,-3,"(1, 0, 0, 0.6000000000000001)"
484,am_i_being_unreasonable,loss,4.0,-3,"(1, 0, 0, 0.6000000000000001)"
485,am_i_being_unreasonable,lost,17.0,-3,"(1, 0, 0, 0.6000000000000001)"
486,am_i_being_unreasonable,love,48.0,3,"(0, 0, 1, 0.6000000000000001)"
487,am_i_being_unreasonable,lack,13.0,-2,"(1, 0, 0, 0.4)"
488,am_i_being_unreasonable,resentful,2.0,-2,"(1, 0, 0, 0.4)"
489,am_i_being_unreasonable,twat,8.0,-5,"(1, 0, 0, 1.0)"
490,am_i_being_unreasonable,resolve,2.0,2,"(0, 0, 1, 0.4)"
491,am_i_being_unreasonable,trouble,4.0,-2,"(1, 0, 0, 0.4)"
492,am_i_being_unreasonable,true,13.0,2,"(0, 0, 1, 0.4)"
493,am_i_being_unreasonable,trust,5.0,1,"(0, 0, 1, 0.2)"
494,am_i_being_unreasonable,important,23.0,2,"(0, 0, 1, 0.4)"
495,am_i_being_unreasonable,ugh,3.0,-2,"(1, 0, 0, 0.4)"
496,am_i_being_unreasonable,ugly,4.0,-3,"(1, 0, 0, 0.6000000000000001)"
497,am_i_being_unreasonable,unable,5.0,-2,"(1, 0, 0, 0.4)"
498,am_i_being_unreasonable,unacceptable,2.0,-2,"(1, 0, 0, 0.4)"
499,am_i_being_unreasonable,unaware,1.0,-2,"(1, 0, 0, 0.4)"
500,am_i_being_unreasonable,unbearable,1.0,-2,"(1, 0, 0, 0.4)"
501,am_i_being_unreasonable,troll,1.0,-2,"(1, 0, 0, 0.4)"
502,am_i_being_unreasonable,uncomfortable,5.0,-2,"(1, 0, 0, 0.4)"
503,am_i_being_unreasonable,uneasy,1.0,-2,"(1, 0, 0, 0.4)"
504,am_i_being_unreasonable,unemployed,2.0,-1,"(1, 0, 0, 0.2)"
505,am_i_being_unreasonable,unequal,1.0,-1,"(1, 0, 0, 0.2)"
506,am_i_being_unreasonable,unfair,3.0,-2,"(1, 0, 0, 0.4)"
507,am_i_being_unreasonable,ungrateful,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
508,am_i_being_unreasonable,unhappy,5.0,-2,"(1, 0, 0, 0.4)"
509,am_i_being_unreasonable,unhealthy,1.0,-2,"(1, 0, 0, 0.4)"
510,am_i_being_unreasonable,unhygienic,1.0,-2,"(1, 0, 0, 0.4)"
511,am_i_being_unreasonable,unimaginative,1.0,-2,"(1, 0, 0, 0.4)"
512,am_i_being_unreasonable,unlikely,4.0,-1,"(1, 0, 0, 0.2)"
513,am_i_being_unreasonable,undecided,1.0,-1,"(1, 0, 0, 0.2)"
514,am_i_being_unreasonable,traumatic,2.0,-3,"(1, 0, 0, 0.6000000000000001)"
515,am_i_being_unreasonable,trauma,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
516,am_i_being_unreasonable,trapped,1.0,-2,"(1, 0, 0, 0.4)"
517,am_i_being_unreasonable,suspect,8.0,-1,"(1, 0, 0, 0.2)"
518,am_i_being_unreasonable,suspected,1.0,-1,"(1, 0, 0, 0.2)"
519,am_i_being_unreasonable,suspicious,4.0,-2,"(1, 0, 0, 0.4)"
520,am_i_being_unreasonable,swear,1.0,-2,"(1, 0, 0, 0.4)"
521,am_i_being_unreasonable,sweet,3.0,2,"(0, 0, 1, 0.4)"
522,am_i_being_unreasonable,sympathetic,2.0,2,"(0, 0, 1, 0.4)"
523,am_i_being_unreasonable,sympathy,10.0,2,"(0, 0, 1, 0.4)"
524,am_i_being_unreasonable,tension,1.0,-1,"(1, 0, 0, 0.2)"
525,am_i_being_unreasonable,terrible,5.0,-3,"(1, 0, 0, 0.6000000000000001)"
526,am_i_being_unreasonable,terribly,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
527,am_i_being_unreasonable,thank,24.0,2,"(0, 0, 1, 0.4)"
528,am_i_being_unreasonable,thankful,1.0,2,"(0, 0, 1, 0.4)"
529,am_i_being_unreasonable,thanks,29.0,2,"(0, 0, 1, 0.4)"
530,am_i_being_unreasonable,thoughtful,1.0,2,"(0, 0, 1, 0.4)"
531,am_i_being_unreasonable,thoughtless,2.0,-2,"(1, 0, 0, 0.4)"
532,am_i_being_unreasonable,threaten,1.0,-2,"(1, 0, 0, 0.4)"
533,am_i_being_unreasonable,threatening,6.0,-2,"(1, 0, 0, 0.4)"
534,am_i_being_unreasonable,timid,1.0,-2,"(1, 0, 0, 0.4)"
535,am_i_being_unreasonable,tired,11.0,-2,"(1, 0, 0, 0.4)"
536,am_i_being_unreasonable,top,21.0,2,"(0, 0, 1, 0.4)"
537,am_i_being_unreasonable,torn,1.0,-2,"(1, 0, 0, 0.4)"
538,am_i_being_unreasonable,toxic,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
539,am_i_being_unreasonable,tragic,1.0,-2,"(1, 0, 0, 0.4)"
540,am_i_being_unreasonable,unpleasant,3.0,-2,"(1, 0, 0, 0.4)"
541,am_i_being_unreasonable,supportive,2.0,2,"(0, 0, 1, 0.4)"
542,am_i_being_unreasonable,unprofessional,1.0,-2,"(1, 0, 0, 0.4)"
543,am_i_being_unreasonable,untrue,2.0,-2,"(1, 0, 0, 0.4)"
544,am_i_being_unreasonable,widowed,1.0,-1,"(1, 0, 0, 0.2)"
545,am_i_being_unreasonable,win,4.0,4,"(0, 0, 1, 0.8)"
546,am_i_being_unreasonable,winner,1.0,4,"(0, 0, 1, 0.8)"
547,am_i_being_unreasonable,wisdom,1.0,1,"(0, 0, 1, 0.2)"
548,am_i_being_unreasonable,wish,22.0,1,"(0, 0, 1, 0.2)"
549,am_i_being_unreasonable,wishing,1.0,1,"(0, 0, 1, 0.2)"
550,am_i_being_unreasonable,wonderful,4.0,4,"(0, 0, 1, 0.8)"
551,am_i_being_unreasonable,woo,1.0,3,"(0, 0, 1, 0.6000000000000001)"
552,am_i_being_unreasonable,worn,3.0,-1,"(1, 0, 0, 0.2)"
553,am_i_being_unreasonable,worried,12.0,-3,"(1, 0, 0, 0.6000000000000001)"
554,am_i_being_unreasonable,whitewash,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
555,am_i_being_unreasonable,worry,17.0,-3,"(1, 0, 0, 0.6000000000000001)"
556,am_i_being_unreasonable,worse,17.0,-3,"(1, 0, 0, 0.6000000000000001)"
557,am_i_being_unreasonable,worst,11.0,-3,"(1, 0, 0, 0.6000000000000001)"
558,am_i_being_unreasonable,worth,23.0,2,"(0, 0, 1, 0.4)"
559,am_i_being_unreasonable,worthless,4.0,-2,"(1, 0, 0, 0.4)"
560,am_i_being_unreasonable,wow,9.0,4,"(0, 0, 1, 0.8)"
561,am_i_being_unreasonable,wreck,1.0,-2,"(1, 0, 0, 0.4)"
562,am_i_being_unreasonable,wrong,65.0,-2,"(1, 0, 0, 0.4)"
563,am_i_being_unreasonable,wrongly,1.0,-2,"(1, 0, 0, 0.4)"
564,am_i_being_unreasonable,yeah,9.0,1,"(0, 0, 1, 0.2)"
565,am_i_being_unreasonable,yes,85.0,1,"(0, 0, 1, 0.2)"
566,am_i_being_unreasonable,worrying,8.0,-3,"(1, 0, 0, 0.6000000000000001)"
567,am_i_being_unreasonable,welcome,3.0,2,"(0, 0, 1, 0.4)"
568,am_i_being_unreasonable,weird,14.0,-2,"(1, 0, 0, 0.4)"
569,am_i_being_unreasonable,weeping,3.0,-2,"(1, 0, 0, 0.4)"
570,am_i_being_unreasonable,upset,22.0,-2,"(1, 0, 0, 0.4)"
571,am_i_being_unreasonable,upsetting,3.0,-2,"(1, 0, 0, 0.4)"
572,am_i_being_unreasonable,useful,3.0,2,"(0, 0, 1, 0.4)"
573,am_i_being_unreasonable,useless,5.0,-2,"(1, 0, 0, 0.4)"
574,am_i_being_unreasonable,victim,2.0,-3,"(1, 0, 0, 0.6000000000000001)"
575,am_i_being_unreasonable,vile,4.0,-3,"(1, 0, 0, 0.6000000000000001)"
576,am_i_being_unreasonable,violence,4.0,-3,"(1, 0, 0, 0.6000000000000001)"
577,am_i_being_unreasonable,violent,6.0,-3,"(1, 0, 0, 0.6000000000000001)"
578,am_i_being_unreasonable,vociferous,1.0,-1,"(1, 0, 0, 0.2)"
579,am_i_being_unreasonable,vomit,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
580,am_i_being_unreasonable,vomiting,2.0,-3,"(1, 0, 0, 0.6000000000000001)"
581,am_i_being_unreasonable,vulnerable,2.0,-2,"(1, 0, 0, 0.4)"
582,am_i_being_unreasonable,want,146.0,1,"(0, 0, 1, 0.2)"
583,am_i_being_unreasonable,war,1.0,-2,"(1, 0, 0, 0.4)"
584,am_i_being_unreasonable,warm,4.0,1,"(0, 0, 1, 0.2)"
585,am_i_being_unreasonable,warn,2.0,-2,"(1, 0, 0, 0.4)"
586,am_i_being_unreasonable,warning,2.0,-3,"(1, 0, 0, 0.6000000000000001)"
587,am_i_being_unreasonable,waste,7.0,-1,"(1, 0, 0, 0.2)"
588,am_i_being_unreasonable,wasted,6.0,-2,"(1, 0, 0, 0.4)"
589,am_i_being_unreasonable,wasting,2.0,-2,"(1, 0, 0, 0.4)"
590,am_i_being_unreasonable,weak,3.0,-2,"(1, 0, 0, 0.4)"
591,am_i_being_unreasonable,wealth,1.0,3,"(0, 0, 1, 0.6000000000000001)"
592,am_i_being_unreasonable,weary,1.0,-2,"(1, 0, 0, 0.4)"
593,am_i_being_unreasonable,unsure,1.0,-1,"(1, 0, 0, 0.2)"
594,am_i_being_unreasonable,supporting,1.0,1,"(0, 0, 1, 0.2)"
595,am_i_being_unreasonable,support,40.0,2,"(0, 0, 1, 0.4)"
596,am_i_being_unreasonable,superior,5.0,2,"(0, 0, 1, 0.4)"
597,am_i_being_unreasonable,scoop,2.0,3,"(0, 0, 1, 0.6000000000000001)"
598,am_i_being_unreasonable,scream,3.0,-2,"(1, 0, 0, 0.4)"
599,am_i_being_unreasonable,screaming,5.0,-2,"(1, 0, 0, 0.4)"
600,am_i_being_unreasonable,screwed,2.0,-2,"(1, 0, 0, 0.4)"
601,am_i_being_unreasonable,secure,3.0,2,"(0, 0, 1, 0.4)"
602,am_i_being_unreasonable,selfish,8.0,-3,"(1, 0, 0, 0.6000000000000001)"
603,am_i_being_unreasonable,selfishness,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
604,am_i_being_unreasonable,sentence,3.0,-2,"(1, 0, 0, 0.4)"
605,am_i_being_unreasonable,severe,3.0,-2,"(1, 0, 0, 0.4)"
606,am_i_being_unreasonable,severely,1.0,-2,"(1, 0, 0, 0.4)"
607,am_i_being_unreasonable,scary,1.0,-2,"(1, 0, 0, 0.4)"
608,am_i_being_unreasonable,sexy,2.0,3,"(0, 0, 1, 0.6000000000000001)"
609,am_i_being_unreasonable,shameful,1.0,-2,"(1, 0, 0, 0.4)"
610,am_i_being_unreasonable,share,21.0,1,"(0, 0, 1, 0.2)"
611,am_i_being_unreasonable,shock,15.0,-2,"(1, 0, 0, 0.4)"
612,am_i_being_unreasonable,shocking,2.0,-2,"(1, 0, 0, 0.4)"
613,am_i_being_unreasonable,shortage,1.0,-2,"(1, 0, 0, 0.4)"
614,am_i_being_unreasonable,shy,4.0,-1,"(1, 0, 0, 0.2)"
615,am_i_being_unreasonable,sick,12.0,-2,"(1, 0, 0, 0.4)"
616,am_i_being_unreasonable,sickness,1.0,-2,"(1, 0, 0, 0.4)"
617,am_i_being_unreasonable,significance,1.0,1,"(0, 0, 1, 0.2)"
618,am_i_being_unreasonable,significant,5.0,1,"(0, 0, 1, 0.2)"
619,am_i_being_unreasonable,shame,6.0,-2,"(1, 0, 0, 0.4)"
620,am_i_being_unreasonable,scare,1.0,-2,"(1, 0, 0, 0.4)"
621,am_i_being_unreasonable,scam,2.0,-2,"(1, 0, 0, 0.4)"
622,am_i_being_unreasonable,saved,4.0,2,"(0, 0, 1, 0.4)"
623,am_i_being_unreasonable,resolved,1.0,2,"(0, 0, 1, 0.4)"
624,am_i_being_unreasonable,respect,13.0,2,"(0, 0, 1, 0.4)"
625,am_i_being_unreasonable,responsibility,15.0,1,"(0, 0, 1, 0.2)"
626,am_i_being_unreasonable,responsible,8.0,2,"(0, 0, 1, 0.4)"
627,am_i_being_unreasonable,restrict,1.0,-2,"(1, 0, 0, 0.4)"
628,am_i_being_unreasonable,rich,2.0,2,"(0, 0, 1, 0.4)"
629,am_i_being_unreasonable,ridiculous,12.0,-3,"(1, 0, 0, 0.6000000000000001)"
630,am_i_being_unreasonable,righteousness,1.0,2,"(0, 0, 1, 0.4)"
631,am_i_being_unreasonable,riot,1.0,-2,"(1, 0, 0, 0.4)"
632,am_i_being_unreasonable,rise,3.0,1,"(0, 0, 1, 0.2)"
633,am_i_being_unreasonable,risk,19.0,-2,"(1, 0, 0, 0.4)"
634,am_i_being_unreasonable,risky,1.0,-2,"(1, 0, 0, 0.4)"
635,am_i_being_unreasonable,rude,21.0,-2,"(1, 0, 0, 0.4)"
636,am_i_being_unreasonable,ruin,3.0,-2,"(1, 0, 0, 0.4)"
637,am_i_being_unreasonable,ruined,4.0,-2,"(1, 0, 0, 0.4)"
638,am_i_being_unreasonable,sad,22.0,-2,"(1, 0, 0, 0.4)"
639,am_i_being_unreasonable,sadly,9.0,-2,"(1, 0, 0, 0.4)"
640,am_i_being_unreasonable,safe,7.0,1,"(0, 0, 1, 0.2)"
641,am_i_being_unreasonable,safely,4.0,1,"(0, 0, 1, 0.2)"
642,am_i_being_unreasonable,safety,5.0,1,"(0, 0, 1, 0.2)"
643,am_i_being_unreasonable,salvation,1.0,2,"(0, 0, 1, 0.4)"
644,am_i_being_unreasonable,satisfied,1.0,2,"(0, 0, 1, 0.4)"
645,am_i_being_unreasonable,save,10.0,2,"(0, 0, 1, 0.4)"
646,am_i_being_unreasonable,silly,7.0,-1,"(1, 0, 0, 0.2)"
647,am_i_being_unreasonable,sin,1.0,-2,"(1, 0, 0, 0.4)"
648,am_i_being_unreasonable,sincerely,3.0,2,"(0, 0, 1, 0.4)"
649,am_i_being_unreasonable,sinister,1.0,-2,"(1, 0, 0, 0.4)"
650,am_i_being_unreasonable,stricken,1.0,-2,"(1, 0, 0, 0.4)"
651,am_i_being_unreasonable,strike,1.0,-1,"(1, 0, 0, 0.2)"
652,am_i_being_unreasonable,strong,11.0,2,"(0, 0, 1, 0.4)"
653,am_i_being_unreasonable,struck,1.0,-1,"(1, 0, 0, 0.2)"
654,am_i_being_unreasonable,struggle,8.0,-2,"(1, 0, 0, 0.4)"
655,am_i_being_unreasonable,struggling,7.0,-2,"(1, 0, 0, 0.4)"
656,am_i_being_unreasonable,stuck,7.0,-2,"(1, 0, 0, 0.4)"
657,am_i_being_unreasonable,stupid,9.0,-2,"(1, 0, 0, 0.4)"
658,am_i_being_unreasonable,stupidly,1.0,-2,"(1, 0, 0, 0.4)"
659,am_i_being_unreasonable,success,2.0,2,"(0, 0, 1, 0.4)"
660,am_i_being_unreasonable,successful,3.0,3,"(0, 0, 1, 0.6000000000000001)"
661,am_i_being_unreasonable,successfully,3.0,3,"(0, 0, 1, 0.6000000000000001)"
662,am_i_being_unreasonable,suck,2.0,-3,"(1, 0, 0, 0.6000000000000001)"
663,am_i_being_unreasonable,sue,1.0,-2,"(1, 0, 0, 0.4)"
664,am_i_being_unreasonable,suffer,2.0,-2,"(1, 0, 0, 0.4)"
665,am_i_being_unreasonable,suffering,3.0,-2,"(1, 0, 0, 0.4)"
666,am_i_being_unreasonable,suicidal,1.0,-2,"(1, 0, 0, 0.4)"
667,am_i_being_unreasonable,suicide,1.0,-2,"(1, 0, 0, 0.4)"
668,am_i_being_unreasonable,suing,1.0,-2,"(1, 0, 0, 0.4)"
669,am_i_being_unreasonable,suitable,4.0,2,"(0, 0, 1, 0.4)"
670,am_i_being_unreasonable,sunshine,1.0,2,"(0, 0, 1, 0.4)"
671,am_i_being_unreasonable,super,6.0,3,"(0, 0, 1, 0.6000000000000001)"
672,am_i_being_unreasonable,superb,1.0,5,"(0, 0, 1, 1.0)"
673,am_i_being_unreasonable,stress,11.0,-1,"(1, 0, 0, 0.2)"
674,am_i_being_unreasonable,resign,1.0,-1,"(1, 0, 0, 0.2)"
675,am_i_being_unreasonable,strangely,1.0,-1,"(1, 0, 0, 0.2)"
676,am_i_being_unreasonable,straight,12.0,1,"(0, 0, 1, 0.2)"
677,am_i_being_unreasonable,smart,2.0,1,"(0, 0, 1, 0.2)"
678,am_i_being_unreasonable,smear,1.0,-2,"(1, 0, 0, 0.4)"
679,am_i_being_unreasonable,smile,18.0,2,"(0, 0, 1, 0.4)"
680,am_i_being_unreasonable,smiling,2.0,2,"(0, 0, 1, 0.4)"
681,am_i_being_unreasonable,sneezing,1.0,-2,"(1, 0, 0, 0.4)"
682,am_i_being_unreasonable,sobering,1.0,1,"(0, 0, 1, 0.2)"
683,am_i_being_unreasonable,solution,4.0,1,"(0, 0, 1, 0.2)"
684,am_i_being_unreasonable,sore,4.0,-1,"(1, 0, 0, 0.2)"
685,am_i_being_unreasonable,sorrow,1.0,-2,"(1, 0, 0, 0.4)"
686,am_i_being_unreasonable,sorry,68.0,-1,"(1, 0, 0, 0.2)"
687,am_i_being_unreasonable,spirit,1.0,1,"(0, 0, 1, 0.2)"
688,am_i_being_unreasonable,spirited,1.0,2,"(0, 0, 1, 0.4)"
689,am_i_being_unreasonable,spiteful,1.0,-2,"(1, 0, 0, 0.4)"
690,am_i_being_unreasonable,spoilt,1.0,-2,"(1, 0, 0, 0.4)"
691,am_i_being_unreasonable,steal,1.0,-2,"(1, 0, 0, 0.4)"
692,am_i_being_unreasonable,stealing,1.0,-2,"(1, 0, 0, 0.4)"
693,am_i_being_unreasonable,stink,1.0,-2,"(1, 0, 0, 0.4)"
694,am_i_being_unreasonable,stinking,1.0,-2,"(1, 0, 0, 0.4)"
695,am_i_being_unreasonable,stole,2.0,-2,"(1, 0, 0, 0.4)"
696,am_i_being_unreasonable,stolen,2.0,-2,"(1, 0, 0, 0.4)"
697,am_i_being_unreasonable,stop,41.0,-1,"(1, 0, 0, 0.2)"
698,am_i_being_unreasonable,stopped,19.0,-1,"(1, 0, 0, 0.2)"
699,am_i_being_unreasonable,stopping,5.0,-1,"(1, 0, 0, 0.2)"
700,am_i_being_unreasonable,strange,14.0,-1,"(1, 0, 0, 0.2)"
701,am_i_being_unreasonable,immune,2.0,1,"(0, 0, 1, 0.2)"
702,am_i_being_unreasonable,leave,68.0,-1,"(1, 0, 0, 0.2)"
703,am_i_being_unreasonable,imbecile,1.0,-3,"(1, 0, 0, 0.6000000000000001)"
704,am_i_being_unreasonable,chic,1.0,2,"(0, 0, 1, 0.4)"
705,am_i_being_unreasonable,childish,3.0,-2,"(1, 0, 0, 0.4)"
706,am_i_being_unreasonable,clean,19.0,2,"(0, 0, 1, 0.4)"
707,am_i_being_unreasonable,cleaner,10.0,2,"(0, 0, 1, 0.4)"
708,am_i_being_unreasonable,clear,19.0,1,"(0, 0, 1, 0.2)"
709,am_i_being_unreasonable,clearly,24.0,1,"(0, 0, 1, 0.2)"
710,am_i_being_unreasonable,clever,3.0,2,"(0, 0, 1, 0.4)"
711,am_i_being_unreasonable,cock,1.0,-5,"(1, 0, 0, 1.0)"
712,am_i_being_unreasonable,cocky,1.0,-2,"(1, 0, 0, 0.4)"
713,am_i_being_unreasonable,comfort,3.0,2,"(0, 0, 1, 0.4)"
714,am_i_being_unreasonable,cheerful,2.0,2,"(0, 0, 1, 0.4)"
715,am_i_being_unreasonable,comfortable,3.0,2,"(0, 0, 1, 0.4)"
